name,fuel,City,Jumlah Mobil
BMW,0,Elk Grove Village,1
BMW,0,Elk Plain,1
BMW,0,Enterprise,1
BMW,0,Essex Junction,1
BMW,0,Euclid,1
BMW,0,Fort Wayne,1
BMW,0,Gainesville,1
BMW,0,Gary,1
BMW,0,Goldsboro,1
BMW,0,Goleta,1
BMW,0,Grand Junction,1
BMW,0,Greensboro,1
BMW,0,Groton,1
BMW,0,Hickory,1
BMW,0,High Point,1
BMW,0,Holland,1
BMW,0,Homewood,1
BMW,0,Ithaca,1
BMW,0,Jackson,1
BMW,0,Kalispell,1
BMW,0,Kearney,1
BMW,0,Kearns,1
BMW,0,Lake Oswego,1
BMW,0,Layton,1
BMW,0,Littleton,2
BMW,0,Los Angeles,2
BMW,0,Lubbock,1
BMW,0,Lufkin,1
BMW,0,Madison,2
BMW,0,Manchester,1
BMW,0,Mankato,1
BMW,0,Maple Grove,1
BMW,0,Maryville,1
BMW,0,Medford,1
BMW,0,Miami,3
BMW,0,Michigan City,1
BMW,0,Nampa,1
BMW,0,New Orleans,1
BMW,0,New York City,1
BMW,0,Newark,1
BMW,0,North Little Rock,2
BMW,0,North Port,1
BMW,0,Oak Park,1
BMW,0,Oakton,1
BMW,0,Odenton,1
BMW,0,Palm Beach Gardens,1
BMW,0,Pine Bluff,1
BMW,0,Plainview,1
BMW,0,Pontiac,1
BMW,0,Prattville,2
BMW,0,Reno,1
BMW,0,Riverview,1
BMW,0,Rochester Hills,1
BMW,0,Rogers,1
BMW,0,Rosenberg,1
BMW,0,San Francisco,1
BMW,0,San Juan,2
BMW,0,Sandy Springs,1
BMW,0,Santa Ana,1
BMW,0,Seminole,2
BMW,0,Shaker Heights,1
BMW,0,Sioux Falls,1
BMW,0,Smyrna,1
BMW,0,Spring,1
BMW,0,Springfield,1
BMW,0,Suffolk,2
BMW,0,Tallahassee,1
BMW,0,Tinley Park,2
BMW,0,Washington,1
BMW,0,West Linn,1
BMW,1,Chicago,1
BMW,1,North Port,1
BMW,1,Washington,1
Chevrolet,0,Adrian,1
Chevrolet,0,Altamonte Springs,1
Chevrolet,0,Altus,1
Chevrolet,0,Amarillo,1
Chevrolet,0,Annandale,1
Chevrolet,0,Arlington,1
Chevrolet,0,Arlington Heights,1
Chevrolet,0,Bella Vista,1
Chevrolet,0,Bloomington,1
Chevrolet,0,Boise,1
Chevrolet,0,Boston,2
Chevrolet,0,Carpentersville,1
Chevrolet,0,Casper,2
Chevrolet,0,Chattanooga,1
Chevrolet,0,Chicago,2
Chevrolet,0,Cleveland,1
Chevrolet,0,Costa Mesa,1
Chevrolet,0,Cottage Lake,1
Chevrolet,0,Denton,1
Chevrolet,0,Detroit,1
Chevrolet,0,Dover,1
Chevrolet,0,East Lansing,1
Chevrolet,0,East Meadow,2
Chevrolet,0,Elgin,1
Chevrolet,0,Erie,1
Chevrolet,0,Escondido,1
Chevrolet,0,Euless,1
Chevrolet,0,Fitchburg,1
Chevrolet,0,Fords,1
Chevrolet,0,Garfield Heights,1
Chevrolet,0,Germantown,1
Chevrolet,0,Grafton,1
Chevrolet,0,Grand Island,1
Chevrolet,0,Granite Bay,1
Chevrolet,0,Green Bay,1
Chevrolet,0,Hamilton,1
Chevrolet,0,Henderson,1
Chevrolet,0,Hermitage,1
Chevrolet,0,Highland Park,1
Chevrolet,0,Hobbs,1
Chevrolet,0,Hopkinsville,1
Chevrolet,0,Hopkinton,1
Chevrolet,0,Houston,1
Chevrolet,0,Independence,1
Chevrolet,0,Indian Trail,1
Chevrolet,0,Kennesaw,1
Chevrolet,0,Kirkland,1
Chevrolet,0,La Vergne,1
Chevrolet,0,Lafayette,1
Chevrolet,0,Laguna Hills,1
Chevrolet,0,Lancaster,1
Chevrolet,0,Lansing,1
Chevrolet,0,Laramie,1
Chevrolet,0,Los Angeles,4
Chevrolet,0,Los Gatos,1
Chevrolet,0,Madison,1
Chevrolet,0,Manteca,1
Chevrolet,0,Maryville,1
Chevrolet,0,Mcminnville,1
Chevrolet,0,Medina,3
Chevrolet,0,Meridian,1
Chevrolet,0,Miramar,1
Chevrolet,0,Monroe,1
Chevrolet,0,Morgan Hill,1
Chevrolet,0,Mount Prospect,1
Chevrolet,0,Muskegon,1
Chevrolet,0,Nashua,1
Chevrolet,0,New Bern,1
Chevrolet,0,New Haven,1
Chevrolet,0,New Iberia,1
Chevrolet,0,New York City,2
Chevrolet,0,Newark,1
Chevrolet,0,Oak Park,1
Chevrolet,0,Oklahoma City,1
Chevrolet,0,Ormond Beach,1
Chevrolet,0,Palm Bay,1
Chevrolet,0,Portland,1
Chevrolet,0,Portsmouth,1
Chevrolet,0,Prescott Valley,1
Chevrolet,0,Rancho Cucamonga,1
Chevrolet,0,Redmond,2
Chevrolet,0,Rochester,2
Chevrolet,0,Rockford,1
Chevrolet,0,Romeoville,1
Chevrolet,0,Rotterdam,1
Chevrolet,0,Roy,1
Chevrolet,0,Russellville,1
Chevrolet,0,Saint Petersburg,1
Chevrolet,0,San Marcos,1
Chevrolet,0,Sandusky,1
Chevrolet,0,Santa Maria,1
Chevrolet,0,Santa Rosa,1
Chevrolet,0,Schenectady,1
Chevrolet,0,Scottsdale,1
Chevrolet,0,Seattle,2
Chevrolet,0,Sioux City,1
Chevrolet,0,Somerset,1
Chevrolet,0,South Bend,1
Chevrolet,0,South Portland,1
Chevrolet,0,Spanaway,1
Chevrolet,0,Spartanburg,1
Chevrolet,0,Springfield,1
Chevrolet,0,Streamwood,2
Chevrolet,0,Sulphur Springs,1
Chevrolet,0,Vallejo,1
Chevrolet,0,Van Buren,1
Chevrolet,0,Washington,1
Chevrolet,0,Waterville,1
Chevrolet,0,Wellesley,1
Chevrolet,0,Wenatchee,1
Chevrolet,0,Wentzville,1
Chevrolet,0,West Valley City,1
Chevrolet,0,Westminster,1
Chevrolet,0,Woodland,1
Chevrolet,0,Woodridge,1
Chevrolet,1,Alexandria,2
Chevrolet,1,Athens,1
Chevrolet,1,Auburn,2
Chevrolet,1,Bedford,1
Chevrolet,1,Birmingham,1
Chevrolet,1,Bowling Green,1
Chevrolet,1,Bryan,1
Chevrolet,1,Burlington,1
Chevrolet,1,Calexico,1
Chevrolet,1,Canton,1
Chevrolet,1,Champaign,1
Chevrolet,1,Citrus Heights,1
Chevrolet,1,Columbia,1
Chevrolet,1,Coos Bay,1
Chevrolet,1,Costa Mesa,1
Chevrolet,1,Creve Coeur,1
Chevrolet,1,Dubuque,1
Chevrolet,1,Elk Grove Village,1
Chevrolet,1,Fairfield,1
Chevrolet,1,Fitchburg,1
Chevrolet,1,Fords,1
Chevrolet,1,Franklin Park,1
Chevrolet,1,Gadsden,1
Chevrolet,1,Glendale Heights,1
Chevrolet,1,Grand Junction,1
Chevrolet,1,Henderson,1
Chevrolet,1,Hermitage,1
Chevrolet,1,Holland,1
Chevrolet,1,Jersey City,1
Chevrolet,1,Kansas City,1
Chevrolet,1,Kenmore,1
Chevrolet,1,Kennesaw,1
Chevrolet,1,King of Prussia,1
Chevrolet,1,La Quinta,1
Chevrolet,1,Laguna Hills,1
Chevrolet,1,Laurel,1
Chevrolet,1,Layton,1
Chevrolet,1,Lehi,1
Chevrolet,1,Los Angeles,3
Chevrolet,1,Lynnwood,1
Chevrolet,1,Margate,1
Chevrolet,1,Marietta,1
Chevrolet,1,Mesa,1
Chevrolet,1,Miami,1
Chevrolet,1,Moore,1
Chevrolet,1,Moscow,2
Chevrolet,1,Mount Lebanon,1
Chevrolet,1,Mount Prospect,1
Chevrolet,1,Murray,1
Chevrolet,1,New York City,1
Chevrolet,1,Olive Branch,1
Chevrolet,1,Olney,1
Chevrolet,1,Ottumwa,1
Chevrolet,1,Parma,1
Chevrolet,1,Philadelphia,1
Chevrolet,1,Pittsburg,1
Chevrolet,1,Port Orange,1
Chevrolet,1,Prairie Village,1
Chevrolet,1,Providence,1
Chevrolet,1,Raleigh,1
Chevrolet,1,Rexburg,1
Chevrolet,1,Roosevelt,3
Chevrolet,1,Round Rock,1
Chevrolet,1,Roy,1
Chevrolet,1,Rutland,1
Chevrolet,1,San Diego,2
Chevrolet,1,Sarasota,1
Chevrolet,1,Seymour,1
Chevrolet,1,Sharon,1
Chevrolet,1,Skokie,1
Chevrolet,1,Smyrna,1
Chevrolet,1,Sterling Heights,1
Chevrolet,1,Sulphur Springs,1
Chevrolet,1,Taylors,1
Chevrolet,1,Tempe,1
Chevrolet,1,Troy,1
Chevrolet,1,Tyler,1
Chevrolet,1,Utica,1
Chevrolet,1,Walla Walla,1
Chevrolet,1,Washington,2
Chevrolet,1,Watertown,2
Chevrolet,1,Waukegan,1
Chevrolet,1,Wausau,1
Chevrolet,1,Weslaco,1
Chevrolet,1,West Palm Beach,1
Chevrolet,1,Westminster,1
Chevrolet,1,Willoughby,1
Chevrolet,1,Winter Haven,1
Chevrolet,1,Yuma,1
Chevrolet,2,Dundalk,1
Chevrolet,2,Hinesville,1
Daewoo,1,Boston,1
Daewoo,1,North Miami Beach,1
Daewoo,1,Victoria,1
Datsun,1,Apopka,1
Datsun,1,Atlanta,1
Datsun,1,Bellevue,1
Datsun,1,Benton,1
Datsun,1,Boise,1
Datsun,1,Canton,1
Datsun,1,Centereach,1
Datsun,1,Charlotte,1
Datsun,1,Chicago,2
Datsun,1,Crown Point,1
Datsun,1,Dayton,1
Datsun,1,Dickinson,1
Datsun,1,Dundalk,1
Datsun,1,Dunedin,1
Datsun,1,Durham,1
Datsun,1,Ellicott City,1
Datsun,1,Fort Worth,1
Datsun,1,Franklin Square,1
Datsun,1,Gladstone,1
Datsun,1,Gorham,1
Datsun,1,Hartford,1
Datsun,1,Jeffersonville,1
Datsun,1,Kissimmee,1
Datsun,1,Klamath Falls,1
Datsun,1,La Grange,1
Datsun,1,La Porte,1
Datsun,1,Lake Oswego,1
Datsun,1,Lakewood,1
Datsun,1,Land O Lakes,1
Datsun,1,Laurel,1
Datsun,1,Lenexa,1
Datsun,1,Los Angeles,3
Datsun,1,Maryville,1
Datsun,1,Medina,1
Datsun,1,Miami,2
Datsun,1,Middletown,1
Datsun,1,Minnetonka,1
Datsun,1,Neenah,1
Datsun,1,New Berlin,1
Datsun,1,New City,1
Datsun,1,New Rochelle,1
Datsun,1,New York City,3
Datsun,1,North Las Vegas,1
Datsun,1,Prior Lake,1
Datsun,1,Redford,1
Datsun,1,Reisterstown,1
Datsun,1,Rochester,1
Datsun,1,Round Rock,1
Datsun,1,Saco,1
Datsun,1,Saint Charles,1
Datsun,1,San Clemente,1
Datsun,1,San Diego,1
Datsun,1,Southgate,1
Datsun,1,Stevens Point,1
Datsun,1,Stillwater,1
Datsun,1,Victoria,1
Datsun,1,Washington,1
Datsun,1,West Lafayette,1
Datsun,1,Wilkinsburg,1
Fiat,0,Caldwell,1
Fiat,0,Cedar Hill,1
Fiat,0,Corsicana,1
Fiat,0,Danville,1
Fiat,0,Dix Hills,1
Fiat,0,Elkhart,1
Fiat,0,Emporia,1
Fiat,0,Ferguson,1
Fiat,0,Freeport,1
Fiat,0,Galesburg,1
Fiat,0,Glassboro,1
Fiat,0,Hanover,1
Fiat,0,Jackson,1
Fiat,0,Kannapolis,1
Fiat,0,Liberal,1
Fiat,0,Lynchburg,1
Fiat,0,Miami,1
Fiat,0,Middle River,1
Fiat,0,Midwest City,1
Fiat,0,Monroe,1
Fiat,0,Monroeville,1
Fiat,0,Moore,1
Fiat,0,New York City,1
Fiat,0,Palm Springs,1
Fiat,0,Portsmouth,1
Fiat,0,Potomac,1
Fiat,0,Saint Paul,1
Fiat,0,Sandusky,1
Fiat,0,Shawnee,1
Fiat,0,West Linn,1
Fiat,0,Westfield,1
Fiat,0,Woodburn,1
Fiat,0,Woodland,1
Fiat,1,Ames,1
Fiat,1,Bangor,1
Fiat,1,Channelview,1
Fiat,1,Fairmont,1
Fiat,1,Oak Forest,1
Fiat,1,Springville,1
Fiat,1,Visalia,1
Fiat,1,Weslaco,1
Force,0,Eagle,1
Force,0,Merrillville,1
Force,0,Opelika,1
Force,0,Reynoldsburg,1
Force,0,Romeoville,1
Force,0,Springville,1
Ford,0,Abington,1
Ford,0,Albuquerque,1
Ford,0,Aloha,1
Ford,0,Anderson,1
Ford,0,Annapolis,1
Ford,0,Arlington,1
Ford,0,Augusta,1
Ford,0,Bangor,1
Ford,0,Bartlesville,2
Ford,0,Beavercreek,2
Ford,0,Bellevue,1
Ford,0,Birmingham,1
Ford,0,Boca Raton,1
Ford,0,Boston,1
Ford,0,Brentwood,1
Ford,0,Bryant,1
Ford,0,Buffalo Grove,1
Ford,0,Burleson,2
Ford,0,Caldwell,1
Ford,0,Calexico,1
Ford,0,Camp Springs,1
Ford,0,Carbondale,1
Ford,0,Carol Stream,1
Ford,0,Casas Adobes,1
Ford,0,Centereach,2
Ford,0,Chapel Hill,1
Ford,0,Charlotte,4
Ford,0,Chester,1
Ford,0,Chicago,2
Ford,0,Clarksville,1
Ford,0,Cleveland Heights,1
Ford,0,Collierville,1
Ford,0,Columbus,1
Ford,0,Conroe,1
Ford,0,Conway,1
Ford,0,Coos Bay,1
Ford,0,Coppell,1
Ford,0,Coral Springs,1
Ford,0,Corvallis,2
Ford,0,Cranford,1
Ford,0,Crown Point,1
Ford,0,Crystal Lake,1
Ford,0,Dallas,1
Ford,0,Davie,1
Ford,0,Davis,1
Ford,0,Dennis,1
Ford,0,Detroit,2
Ford,0,Dover,1
Ford,0,Downers Grove,1
Ford,0,Drexel Hill,1
Ford,0,Durango,2
Ford,0,Durham,3
Ford,0,East Chicago,2
Ford,0,East Meadow,2
Ford,0,Easthampton,1
Ford,0,Edison,1
Ford,0,Elk Plain,1
Ford,0,Escondido,1
Ford,0,Essex Junction,1
Ford,0,Eugene,1
Ford,0,Fairborn,1
Ford,0,Farmington,1
Ford,0,Findlay,1
Ford,0,Fort Lauderdale,1
Ford,0,Franklin Square,1
Ford,0,Freeport,4
Ford,0,Gallatin,1
Ford,0,Garfield,1
Ford,0,Glen Ellyn,1
Ford,0,Glendale,1
Ford,0,Gorham,1
Ford,0,Grand Island,1
Ford,0,Greenville,1
Ford,0,Greenwich,1
Ford,0,Greenwood,1
Ford,0,Gresham,1
Ford,0,Gulfport,1
Ford,0,Hammond,2
Ford,0,Hampton,1
Ford,0,Hanover,1
Ford,0,Hattiesburg,1
Ford,0,Hawthorne,1
Ford,0,Henderson,2
Ford,0,Hendersonville,1
Ford,0,Hesperia,1
Ford,0,Holladay,1
Ford,0,Hollywood,1
Ford,0,Hopkins,1
Ford,0,Houston,3
Ford,0,Huntsville,1
Ford,0,Ithaca,1
Ford,0,Jackson,1
Ford,0,Kansas City,1
Ford,0,Kingsport,1
Ford,0,Klamath Falls,1
Ford,0,Knoxville,2
Ford,0,La Porte,1
Ford,0,Lacey,1
Ford,0,Lafayette,1
Ford,0,Laguna Hills,1
Ford,0,Lake Jackson,1
Ford,0,Lake Worth,1
Ford,0,Lancaster,1
Ford,0,Land O Lakes,1
Ford,0,Leavenworth,1
Ford,0,Lebanon,1
Ford,0,Lindenwold,1
Ford,0,Long Beach,2
Ford,0,Los Angeles,3
Ford,0,Madison,1
Ford,0,Madison Heights,1
Ford,0,Magna,1
Ford,0,Manhattan,2
Ford,0,Manhattan Beach,1
Ford,0,Mcallen,1
Ford,0,Mesquite,1
Ford,0,Miami,4
Ford,0,Minneapolis,1
Ford,0,Minnetonka Mills,1
Ford,0,Monroeville,2
Ford,0,Montclair,2
Ford,0,Moore,1
Ford,0,Mooresville,1
Ford,0,Mount Lebanon,1
Ford,0,Mount Prospect,1
Ford,0,Muncie,1
Ford,0,New Brunswick,1
Ford,0,New York City,7
Ford,0,Newnan,1
Ford,0,Newton,2
Ford,0,North Kingstown,1
Ford,0,North Miami Beach,2
Ford,0,North Port,1
Ford,0,North Royalton,1
Ford,0,Oak Lawn,1
Ford,0,Oakland,1
Ford,0,Oakland Park,1
Ford,0,Olney,1
Ford,0,Ontario,1
Ford,0,Oregon City,1
Ford,0,Oviedo,1
Ford,0,Owasso,1
Ford,0,Owings Mills,1
Ford,0,Palm Coast,2
Ford,0,Paramus,1
Ford,0,Pearl,2
Ford,0,Pendleton,2
Ford,0,Phenix City,1
Ford,0,Phoenix,1
Ford,0,Plainview,2
Ford,0,Pomona,2
Ford,0,Ponte Vedra Beach,1
Ford,0,Port Charlotte,1
Ford,0,Port Chester,1
Ford,0,Port Huron,1
Ford,0,Port Orange,1
Ford,0,Potomac,1
Ford,0,Prattville,1
Ford,0,Prior Lake,2
Ford,0,Pueblo West,1
Ford,0,Raytown,1
Ford,0,Redding,2
Ford,0,Redford,1
Ford,0,Redondo Beach,1
Ford,0,Renton,1
Ford,0,Rexburg,1
Ford,0,Reynoldsburg,1
Ford,0,Richmond,1
Ford,0,Rio Rancho,2
Ford,0,Romeoville,1
Ford,0,Rose Hill,1
Ford,0,Roseville,1
Ford,0,Saint Louis,1
Ford,0,Salem,1
Ford,0,San Francisco,1
Ford,0,Sanford,2
Ford,0,Santa Ana,1
Ford,0,Santa Barbara,1
Ford,0,Santa Cruz,2
Ford,0,Santa Monica,1
Ford,0,Santa Rosa,1
Ford,0,Sarasota,2
Ford,0,Seattle,5
Ford,0,Selma,1
Ford,0,Shirley,1
Ford,0,Shreveport,1
Ford,0,Sioux City,1
Ford,0,Smithtown,1
Ford,0,Smyrna,1
Ford,0,Somerville,1
Ford,0,South Lake Tahoe,2
Ford,0,South Orange,1
Ford,0,South Portland,1
Ford,0,Southbridge,1
Ford,0,Southgate,1
Ford,0,Spanaway,1
Ford,0,Sparks,1
Ford,0,Spring Hill,2
Ford,0,Springfield,1
Ford,0,Stockton,1
Ford,0,Stoneham,1
Ford,0,Superior,1
Ford,0,Taylors,1
Ford,0,Temecula,1
Ford,0,Tempe,1
Ford,0,Toledo,1
Ford,0,Topeka,1
Ford,0,Torrance,1
Ford,0,Tracy,1
Ford,0,Tualatin,1
Ford,0,Tucson,1
Ford,0,Tuscaloosa,1
Ford,0,University City,1
Ford,0,Upper Arlington,1
Ford,0,Visalia,1
Ford,0,Warwick,1
Ford,0,Washington,2
Ford,0,Watertown,2
Ford,0,Waxahachie,1
Ford,0,West Linn,1
Ford,0,Westbrook,1
Ford,0,Westminster,1
Ford,0,Weymouth,1
Ford,0,Wheeling,1
Ford,0,White Plains,1
Ford,0,Wilkinsburg,1
Ford,0,Winter Haven,1
Ford,0,Yakima,1
Ford,1,Alexandria,1
Ford,1,Ames,1
Ford,1,Arlington Heights,1
Ford,1,Auburn,1
Ford,1,Baldwin,1
Ford,1,Bella Vista,1
Ford,1,Belle Glade,1
Ford,1,Bennington,1
Ford,1,Benton,1
Ford,1,Boise,1
Ford,1,Boston,1
Ford,1,Burlington,1
Ford,1,Carbondale,1
Ford,1,Chapel Hill,1
Ford,1,Charleston,1
Ford,1,Creve Coeur,1
Ford,1,Dallas,1
Ford,1,Danville,1
Ford,1,Dearborn Heights,2
Ford,1,Detroit,1
Ford,1,Dover,1
Ford,1,Durango,1
Ford,1,Elk Grove Village,1
Ford,1,Emporia,1
Ford,1,Essex Junction,1
Ford,1,Euclid,1
Ford,1,Eureka,1
Ford,1,Fairfield,1
Ford,1,Fort Collins,1
Ford,1,Franklin Square,1
Ford,1,Glen Burnie,1
Ford,1,Hacienda Heights,1
Ford,1,Hamilton,1
Ford,1,Harrison,1
Ford,1,Hopkins,1
Ford,1,Horn Lake,1
Ford,1,Houston,2
Ford,1,Janesville,1
Ford,1,Johnson City,1
Ford,1,La Vergne,1
Ford,1,Lafayette,2
Ford,1,Laguna Niguel,1
Ford,1,Lancaster,1
Ford,1,Laurinburg,1
Ford,1,Lorain,1
Ford,1,Los Angeles,4
Ford,1,Margate,1
Ford,1,Massillon,1
Ford,1,Memphis,1
Ford,1,Miami,1
Ford,1,Mishawaka,1
Ford,1,Moline,1
Ford,1,Murfreesboro,1
Ford,1,Murray,1
Ford,1,New York City,1
Ford,1,Newport News,1
Ford,1,Norman,1
Ford,1,North Las Vegas,2
Ford,1,Oakton,1
Ford,1,Orem,1
Ford,1,Ottumwa,1
Ford,1,Overland,1
Ford,1,Overland Park,1
Ford,1,Paducah,1
Ford,1,Palisades Park,1
Ford,1,Pasadena,1
Ford,1,Peoria,1
Ford,1,Philadelphia,2
Ford,1,Port Huron,1
Ford,1,Port Saint Lucie,1
Ford,1,Provo,1
Ford,1,Redding,1
Ford,1,Reno,1
Ford,1,Rose Hill,1
Ford,1,Roswell,1
Ford,1,San Diego,2
Ford,1,San Juan,1
Ford,1,Sault Sainte Marie,1
Ford,1,Slidell,1
Ford,1,Spartanburg,1
Ford,1,Thousand Oaks,1
Ford,1,Twentynine Palms,1
Ford,1,Washington,1
Ford,1,Wausau,1
Ford,1,West Hollywood,1
Ford,1,West Jordan,1
Ford,1,Westerville,1
Ford,1,Westminster,1
Ford,1,Wheat Ridge,1
Ford,1,Whittier,1
Ford,1,Wilkes Barre,1
Ford,1,Woodbury,1
Honda,0,Abilene,1
Honda,0,Alamogordo,1
Honda,0,Ann Arbor,1
Honda,0,Annandale,1
Honda,0,Atascadero,1
Honda,0,Atlanta,2
Honda,0,Baltimore,1
Honda,0,Baton Rouge,1
Honda,0,Beaumont,1
Honda,0,Belleville,1
Honda,0,Bellevue,1
Honda,0,Bennington,1
Honda,0,Boston,1
Honda,0,Bowling Green,1
Honda,0,Brunswick,1
Honda,0,Bullhead City,1
Honda,0,Calumet City,1
Honda,0,Carbondale,1
Honda,0,Charlotte,1
Honda,0,Charlottesville,1
Honda,0,Cincinnati,1
Honda,0,Cleveland Heights,1
Honda,0,Columbus,2
Honda,0,Dallas,1
Honda,0,Daly City,1
Honda,0,Dearborn Heights,1
Honda,0,Detroit,1
Honda,0,Dundalk,1
Honda,0,East Orange,1
Honda,0,Easton,1
Honda,0,Edmonds,1
Honda,0,Euclid,1
Honda,0,Gadsden,1
Honda,0,Gainesville,1
Honda,0,Garland,1
Honda,0,Gorham,1
Honda,0,Grants Pass,1
Honda,0,Hawthorne,1
Honda,0,Hays,1
Honda,0,Hempstead,1
Honda,0,Hilton Head Island,1
Honda,0,Hoffman Estates,1
Honda,0,Kansas City,1
Honda,0,Kent,1
Honda,0,La Mesa,2
Honda,0,Lansing,1
Honda,0,Laurel,1
Honda,0,Lewisville,1
Honda,0,Lima,1
Honda,0,Lindenhurst,1
Honda,0,Los Angeles,3
Honda,0,Louisville,1
Honda,0,Mandan,1
Honda,0,Marlborough,1
Honda,0,Massillon,1
Honda,0,Mechanicsville,1
Honda,0,Mehlville,1
Honda,0,Mentor,1
Honda,0,Mineral Wells,1
Honda,0,Mishawaka,2
Honda,0,Moorhead,1
Honda,0,Moreno Valley,1
Honda,0,Mount Vernon,1
Honda,0,Muscatine,1
Honda,0,Muskego,1
Honda,0,New Orleans,2
Honda,0,New York City,3
Honda,0,Newton,1
Honda,0,Oak Creek,3
Honda,0,Oregon City,1
Honda,0,Oshkosh,1
Honda,0,Ossining,1
Honda,0,Owatonna,1
Honda,0,Parkville,1
Honda,0,Philadelphia,1
Honda,0,Ponca City,1
Honda,0,Port Huron,1
Honda,0,Prior Lake,1
Honda,0,Pueblo,1
Honda,0,Pullman,1
Honda,0,Redlands,1
Honda,0,Reston,1
Honda,0,Riverside,1
Honda,0,Riviera Beach,1
Honda,0,Roswell,2
Honda,0,Roy,2
Honda,0,Saint Charles,1
Honda,0,Sandy Springs,1
Honda,0,Sanford,1
Honda,0,Seattle,3
Honda,0,Seymour,1
Honda,0,Sharon,1
Honda,0,South Burlington,1
Honda,0,South Orange,1
Honda,0,Springfield,3
Honda,0,Stoughton,1
Honda,0,Stow,1
Honda,0,Strongsville,1
Honda,0,Sun City,1
Honda,0,Sunnyvale,1
Honda,0,Temecula,1
Honda,0,Thornton,1
Honda,0,Tinley Park,1
Honda,0,Toledo,1
Honda,0,Tualatin,1
Honda,0,Twentynine Palms,1
Honda,0,Twin Falls,1
Honda,0,University City,1
Honda,0,Upper Arlington,1
Honda,0,Virginia Beach,1
Honda,0,Waldorf,1
Honda,0,Washington,1
Honda,0,Waxahachie,1
Honda,0,Wentzville,1
Honda,0,West Scarborough,1
Honda,0,West Valley City,1
Honda,0,Wheeling,1
Honda,0,Whitehall,2
Honda,0,Winter Garden,1
Honda,0,Woodstock,1
Honda,0,Yonkers,1
Honda,1,Abilene,1
Honda,1,Adrian,1
Honda,1,Albany,2
Honda,1,Albuquerque,1
Honda,1,Alexandria,1
Honda,1,Amarillo,1
Honda,1,Anaheim,1
Honda,1,Antioch,1
Honda,1,Apex,2
Honda,1,Apopka,1
Honda,1,Apple Valley,1
Honda,1,Arlington,1
Honda,1,Auburn,1
Honda,1,Avenel,1
Honda,1,Bakersfield,1
Honda,1,Bangor,1
Honda,1,Bartlett,1
Honda,1,Baton Rouge,2
Honda,1,Bayonne,1
Honda,1,Beckley,1
Honda,1,Belle Glade,5
Honda,1,Benton,1
Honda,1,Berea,2
Honda,1,Bergenfield,1
Honda,1,Bethel Park,2
Honda,1,Biddeford,1
Honda,1,Billings,2
Honda,1,Binghamton,1
Honda,1,Bloomfield,1
Honda,1,Bloomington,1
Honda,1,Boise,1
Honda,1,Boston,4
Honda,1,Bozeman,2
Honda,1,Brookings,1
Honda,1,Brooklyn Center,1
Honda,1,Brooklyn Park,2
Honda,1,Burlington,1
Honda,1,Burnsville,1
Honda,1,Burton,1
Honda,1,Calexico,1
Honda,1,Camp Springs,1
Honda,1,Carson City,1
Honda,1,Casper,1
Honda,1,Cedar Hill,1
Honda,1,Channelview,1
Honda,1,Chicago,3
Honda,1,Clarksville,1
Honda,1,Clayton,1
Honda,1,Clearfield,1
Honda,1,Cleveland,1
Honda,1,Cleveland Heights,1
Honda,1,Clifton,1
Honda,1,Cloverleaf,1
Honda,1,College Station,1
Honda,1,Concord,1
